

Lista;V=10;gestosc=25
nr;BFS;DFS;Dijkstra;BellmanFord
46;2506501;6004706;6142064;943025120;
47;2423159;5958284;6297578;924419434;
48;2477694;6022364;6204330;929476470;
49;2504359;6038346;6691858;955295352;
50;2530245;6325096;6270347;956750020;
51;2494218;6432941;6384768;971942176;
52;2503031;6024168;6602133;972322269;
53;2488845;6514612;6468289;979322921;
54;2557015;6173165;6364728;952046900;
55;2707222;6170524;6355121;956853077;
56;2612867;6171434;6328152;938263268;
57;2418433;6051344;6345563;918831611;
58;2432325;5917326;6174962;956768279;
59;2584923;6501107;6836571;974912659;
60;2482654;6059763;6292326;987401778;
61;3182222;7813242;8191883;996258492;
62;3031668;7665390;7688902;965166954;
63;2838321;7207232;7048840;978559175;
64;2545597;6191631;6430396;966603954;
65;2493172;6502655;6785935;1036011978;
66;2993339;7395493;7683664;1030627131;
67;2997382;7136600;7817591;1040036435;
68;3160570;7010717;7232677;981101372;
69;2511472;6450998;6838528;1003675238;
70;2632819;6443826;6633332;960013136;
71;2509446;6320964;6320183;945414257;
72;2498779;6013637;6387424;961850477;
73;2513436;6362017;6468176;958802038;
74;2491049;6048980;6794260;987467436;
75;2495120;6500748;6757629;970368907;
76;2535297;6197327;6324845;950683913;
77;2486500;6006380;6367798;974504395;
78;2612568;6912132;6848373;961363637;
79;2669727;6775570;6663991;973418881;
80;3098885;6797117;6247872;972001790;
81;2490342;6643499;6793465;952979509;
82;2505918;6609026;6795023;952425739;
83;2481007;6070943;6350523;964140199;
84;2477356;6048252;6322842;956159641;
85;2577094;5999258;6240211;920595772;
86;2414493;5941187;6221251;929399283;
87;2425618;6086558;6081085;929154301;
88;2422633;6056283;6362031;952319284;
89;2425383;5966059;6131576;965056089;
90;2473096;6011515;6159225;969443392;
91;2799224;6220032;6668944;942387408;
92;2417740;5996810;6176138;979367493;
93;2497016;6081286;6328132;950745539;
94;2545105;6059789;6370795;967532508;
95;3008111;7098437;7221362;1050601721;
96;2860915;6980726;7340664;987894514;
97;3031179;7668631;7649358;980307161;
98;2541032;6211694;6553238;966996672;
99;3039874;7148040;7459079;965665481;
100;3504616;7657358;8300747;968690338;



Lista;V=500;gestosc=50
nr;BFS;DFS;Dijkstra;BellmanFord
1;6491735;18570620;13176426;2768703975;
2;3600236;13548889;9688477;2118562686;
3;5567341;14467890;9823760;2125449551;
4;5689376;13956152;9908692;2110141649;
5;3592109;13415309;9449252;2692622375;
6;4799281;15117536;10826939;2961387387;
7;6323067;17062006;14021847;2768613069;
8;7032341;21311581;14146405;2157518800;
9;3545961;13442029;10943369;3747686459;
10;8496222;23627516;16810065;4202842201;
11;4114800;14158053;10143952;2338084188;
12;3755232;14540547;10818737;2069932511;
13;4072926;15667191;9413588;3243047891;
14;8198910;20583394;14093203;3768452159;
15;5850463;17546015;12631150;3703905835;
16;7023950;18095590;11525463;3095211830;
17;8684972;21140913;15067717;3793037501;
18;8526750;22596317;15551371;4055486633;
19;8235824;20449127;13739679;3915817705;
20;5461544;20490821;13310449;2287138821;
21;3757327;15387100;10908888;2193676827;
22;4328445;15625047;9800205;2142846930;
23;3482872;14552602;9686671;2153145527;
24;3613124;14572885;9889615;2107702796;
25;5955539;15669107;9697812;2196283891;
26;4383835;13945731;9717381;2131217642;
27;3908902;13675848;9413481;2141447313;
28;3736446;13599818;10214856;2129390565;
29;3540600;14717976;9685833;2088789394;
30;5525817;16897902;9849117;2320055793;
31;3529558;15204138;9827215;2286347452;
32;7368543;18314081;11279511;2314625925;
33;3781519;13455354;11579150;2143358869;
34;4216324;15439338;9726431;2165745150;
35;3666122;14548020;9956933;2094335710;
36;3633050;13489459;9599233;2194087900;
37;3935115;15461282;9643978;2202069029;
38;3989382;13777933;9814717;2325428947;
39;4703887;13352637;9580924;2183402639;
40;3710307;13761710;9751560;2256721367;
41;3394556;13269153;9703022;2058905291;
42;3487083;13285285;9447500;2243763629;
43;3999293;13514462;9750811;2269297993;
44;3941044;14006184;9947507;2276419919;
45;7665506;17312208;10233241;2297373445;
46;3487328;13455307;9812631;2283364072;
47;4237602;13683387;9752208;2155442573;
48;3441151;14010539;10349311;2143616715;
49;4994826;14800861;10039455;2103938980;
50;4249419;14797476;9843388;2216779309;
51;3786228;15723815;9268612;2096460472;
52;3658288;14226362;10891709;2279138774;
53;4589205;13455518;9592352;2109113269;
54;3385914;14230875;10283480;2242918636;
55;6110533;16527748;12851723;2313468269;
56;4663870;14393712;9890473;2065812458;
57;3927955;15464349;9720205;2059143874;
58;3713538;15047659;9389707;2302534690;
59;6414103;17511920;10850248;2177036430;
60;3851479;14906731;9766048;2175798306;
61;3622085;15345163;11390441;2187860676;
62;3402613;12862125;9459320;2097822400;
63;3399549;14436039;9681523;2045881049;
64;3428170;14064659;9586579;2141936483;
65;3697412;13697701;9759183;2273305258;
66;3730622;16910277;9806544;2394543003;
67;3683844;13485696;9533956;2317095783;
68;4142906;14312051;9566465;2436810343;
69;4073461;17144546;9559480;2333859547;
70;3565662;13439902;10618902;2299844667;
71;5255389;14697565;9956160;2532585516;
72;4529418;17735241;11725700;2374766611;
73;3456044;15747631;10377667;2102392369;
74;3862584;13905418;9568455;2200250988;
75;5468692;14819611;9614981;2086622424;
76;4735507;13554711;10455689;2131635144;
77;3530349;13444324;9723068;2149842925;
78;3415668;17519852;9563686;2117594947;
79;6243435;14767778;13671930;2321936675;
80;5350738;15538057;11299807;2365581268;
81;6349276;15300301;10420639;2090447998;
82;4934968;14508710;9297198;2224554159;
83;6540250;17536231;10089813;2162298758;
84;3685615;13395877;9967197;2056343666;
85;4672766;13723469;10077918;2079751700;
86;3533992;13193172;9474898;2070373672;
87;3952261;14905852;11211605;2201393588;
88;3636146;14018998;11362654;2092317810;
89;3381602;15453788;10095796;2050348539;
90;3842014;14170210;10124221;2099965741;
91;3917429;13636828;9613000;2130577636;
92;3743991;13879390;9730421;2121712944;
93;3346124;12893877;9758233;2106221706;
94;3395576;14784357;9618547;2060699300;
95;3859595;15874172;10024329;2147172073;
96;3682338;13448679;9902441;2094461282;
97;3349213;12688095;9034681;2110438873;
98;3744476;17995062;10032168;2129067598;
99;3729360;13394331;9268072;2122185931;
100;5445333;13800965;9439490;2050654848;



Macierz;V=500;gestosc=50
nr;BFS;DFS;Dijkstra;BellmanFord
1;3761847;11046505;6919143;1435415227;
2;3856637;11372585;7389876;1406582055;
3;3825933;10984318;6874815;1401658488;
4;3755446;10874096;6959956;1401028202;
5;3831156;11167722;7105461;1416118482;
6;3871023;11038967;7031306;1397915018;
7;5229498;15160868;9275300;1407531470;
8;3750554;10836489;6888286;1396397740;
9;3757233;11082805;6901541;1400840013;
10;3753952;10969259;6919981;1404740643;
11;3758285;11100954;6991002;1419098996;
12;3746790;11000594;7126578;1403459738;
13;3745111;10912378;6900903;1403737745;
14;3812034;10860539;7080417;1400177832;
15;3759672;10912318;6982473;1404769854;
16;3844415;11103226;7010030;1415233164;
17;3868742;10923682;7020838;1400214410;
18;4049214;11377729;7283937;1405597496;
19;3760559;10926955;6954691;1401872724;
20;3815419;11083160;6981728;1407071659;
21;3757035;11001381;7172627;1399943143;
22;3752958;11133804;6841383;1403247685;
23;3787631;10822420;7005829;1405472461;
24;3744186;10851224;7040909;1422240437;
25;3757579;10974278;6972923;1423402138;
26;3752247;10962179;6980156;1401768893;
27;3803079;11029423;7094479;1404231105;
28;3911518;10985883;6935763;1400671003;
29;3767689;10930710;7066879;1402799664;
30;3742224;10830263;7054897;1416096109;
31;3814735;10953763;6944957;1401777682;
32;3756038;10859745;6997133;1405718212;
33;3812235;10819734;7077248;1404020732;
34;3872086;10896167;7072166;1409509069;
35;3744106;10969665;7049347;1398693460;
36;3765776;10992541;6979879;1429468341;
37;3880186;10947702;7021814;1407439159;
38;3824601;10987892;7134055;1404968816;
39;3747332;11025633;7091698;1408776566;
40;3756303;10968862;6985093;1401280223;
41;3763936;11130634;7123592;1401859617;
42;3805468;10966515;7119779;1424552154;
43;3773659;10903166;7189686;1415783491;
44;3758818;10989226;7154655;1406402932;
45;3759907;11065836;7143686;1405242726;
46;3794358;10953246;7264229;1408631095;
47;3980282;10919494;6909250;1404270492;
48;3770975;11060591;7286390;1405369674;
49;3895035;11066252;7229944;1403032718;
50;3770541;10940419;7039351;1400864276;
51;3859077;11009705;7002385;1402940383;
52;3747229;11016438;6968621;1424257819;
53;3780605;10954167;6971172;1416013710;
54;3809083;10891343;6888951;1409277532;
55;3748721;10926566;7197797;1423669349;
56;3756443;10961420;6950560;1399598799;
57;3902827;10996038;7077868;1402402006;
58;3873352;11041287;6983952;1408721346;
59;3800778;10930966;7217655;1399879519;
60;3747574;10876838;7081701;1403772614;
61;4271265;11458777;7089588;1421227332;
62;3754108;10921974;6910678;1452334719;
63;3843099;11180749;7017378;1454116971;
64;3865426;11138693;7039164;1443909457;
65;3834210;11115485;7139272;1448692345;
66;4003663;11154536;7151439;1459853122;
67;3828897;12224439;7297689;1471300441;
68;3932745;11456165;7299138;1505144518;
69;3947410;11345244;6950665;1500779785;
70;3944056;11316647;7053011;1503188941;
71;3831227;12233948;7575351;1525286180;
72;3984974;11231700;7273691;1536335915;
73;3938212;11399234;7237845;1535786262;
74;4034268;11418935;9773340;1548787221;
75;4089606;12245946;7222258;1540697002;
76;3926921;11594488;7317203;1579949754;
77;4868225;11135865;7110807;1557298343;
78;4253733;12221733;7243851;1583254150;
79;4307056;11739470;7431675;1557721705;
80;4036780;11591459;7372210;1580317980;
81;4033187;11712609;10229518;1564926354;
82;4109433;11863221;7594439;1584408275;
83;4042953;11751031;7446817;1573857485;
84;4197671;11947134;7469874;1601680396;
85;4036780;14568664;7374125;1589077952;
86;4381976;13218694;7138591;1579712302;
87;4112805;11698503;7535935;1625926396;
88;4131875;11775800;7599440;1602857737;
89;4095007;11791859;7395447;1590408981;
90;4140592;11698090;7491638;1612618668;
91;4371181;12727858;8003407;1673438040;
92;4822238;13461601;8546732;1714628221;
93;4606983;13384499;8749339;1712061731;
94;4618113;13332450;8479492;1733149370;
95;4763178;13777337;8815323;1777870131;
96;4629763;13719329;9122330;1742676943;
97;4941968;14279186;8916100;1722838299;
98;4618615;13377323;8677412;1709097077;
99;4625358;16092315;8449361;1711368642;
100;4626392;13395538;8494368;1750187199;



Lista;V=500;gestosc=75
nr;BFS;DFS;Dijkstra;BellmanFord
1;11406876;28728894;15467461;5296627574;
2;10747795;25418114;16178366;5129364572;
3;10721494;24204655;16031575;5041887590;
4;10190675;25686979;17694531;5143674821;
5;9032677;25517741;15545852;5108386135;
6;9845565;25880520;16582369;6203898969;
7;11535585;31775690;17682442;6733922819;
8;12173630;32610395;18894715;6669351439;
9;14038230;30756275;20822555;6490537598;
10;11085448;27538301;18861959;6377729664;
11;11840587;27617108;18396551;6529112681;
12;12571406;28063414;17379723;6337970265;
13;10213560;31000489;16712398;6301506729;
14;10705495;27102170;18230836;6334269161;
15;10408226;29828303;18904705;6461733138;
16;11476107;28948526;17699242;5941563965;
17;10695861;29090151;17991713;6356730368;
18;11657542;29433429;17124136;6254964658;
19;10012309;27777800;17504706;6348209220;
20;11592000;34467998;17581575;6409995815;
21;12535032;28351612;17289221;6295861400;
22;15233537;34467194;20710784;6417601582;
23;11807140;29062320;17821652;6337688672;
24;10313265;27969353;19569133;6333741720;
25;11270177;30865153;16762345;6360083109;
26;11672512;31341854;17491210;6384480250;
27;13537405;30869449;17355138;6297507897;
28;10528506;30470071;16594306;6261147413;
29;10356902;28002304;19095089;6287314064;
30;9766887;32094567;16324760;6361452485;
31;9771931;28614297;18291464;6428202953;
32;12030405;28984253;18671384;6556467614;
33;11649069;29153885;19082092;6527458240;
34;12484481;30151743;18265560;6550218972;
35;12252598;29049728;18588378;6566178267;
36;15042358;31065627;21447375;6462267649;
37;12103368;29143579;18945194;6507345800;
38;13706461;33326757;19990409;6453028799;
39;10943488;31998088;19260202;6517642993;
40;14918480;30116572;19953568;6562728195;
41;11509021;28300161;18829876;6515456965;
42;10841428;31331706;18329204;6541423002;
43;13964604;28509294;19195078;6535773524;
44;11590114;34114187;18199584;6510438910;
45;11770394;31461730;18851622;6494947892;
46;12191538;28504496;19136592;6516455349;
47;11804642;28963537;20464546;6501099219;
48;12157316;32007161;19044033;6518453232;
49;13582416;28736011;19176467;6507347352;
50;11741278;31727562;18364897;6495971739;
51;11764497;28641790;18227927;6606573952;
52;11563539;31423174;18530240;6633454045;
53;12004577;29417829;19057731;6671246261;
54;14592749;32546833;19152039;6779727540;
55;15409805;31817121;19973242;6685554051;
56;11504062;29339459;20633999;6438050402;
57;11144443;31339599;16627950;6327785149;
58;13026073;28130353;17689068;6303811246;
59;10045870;37518802;16797906;6234539014;
60;10092226;31613823;16269067;6414431057;
61;12448993;34830494;16404956;6241093114;
62;12260841;31917449;19130487;6351387462;
63;10334530;29896276;16344049;6249158474;
64;13006901;32467944;20288035;6407315905;
65;12250039;28985263;20303173;6286462252;
66;11386169;27832669;18650670;6347820392;
67;10529482;32047607;17637278;6374029254;
68;11935455;29846303;17915593;6433752947;
69;13428092;29099340;18546734;6368830872;
70;11727597;27854394;19277245;6400016738;
71;12599946;28447100;17398375;6396847273;
72;13528305;26818956;18237816;6415751992;
73;11621002;27986961;17387291;6341975644;
74;9972216;29936113;17826026;6324913419;
75;9911087;29656985;18118068;6425548507;
76;9896191;33502848;16531249;6368095976;
77;10264688;31439132;16541219;6345901860;
78;11507980;32634462;19257898;6436111728;
79;10174511;28255524;16948413;6383607251;
80;11395825;32364727;18367675;6330490528;
81;11039250;28950007;19057448;6381693215;
82;12337092;31364754;17867812;6456312409;
83;11290682;35317357;17878270;6412342541;
84;13254255;31065583;16608861;6455005914;
85;11843050;29214560;17304362;6414472659;
86;10160470;27628579;17494983;6376819460;
87;11427442;32892362;17521347;6374105934;
88;9845931;31646576;16697693;6397790134;
89;10750137;26963999;18196417;6401902985;
90;11092286;32098776;18181532;6412676618;
91;10163402;33169289;17471285;6376501914;
92;13261839;29930659;18477763;6318708847;
93;13420222;29364683;17037439;6285279286;
94;10298463;28047724;17573342;6354315205;
95;12476726;29227834;17447485;6398435760;
96;13990890;30146805;21063164;6318521393;
97;13325913;35434543;19665226;6365758375;
98;10688636;27184471;18133039;6329077495;
99;11446909;28440491;16625555;6376054545;
100;12539957;28386223;17271075;6391302491;



Macierz;V=500;gestosc=75
nr;BFS;DFS;Dijkstra;BellmanFord
1;4528389;16752830;6380078;1231377790;
2;4559629;17780345;7709912;1245236751;
3;4538284;17284612;7087016;1243655051;
4;4667169;17789443;7338337;1248593767;
5;4607212;17440810;6654927;1248799960;
6;4782666;18352794;7552401;1259162532;
7;4575134;16993015;6543861;1250165343;
8;4538185;16938820;6411904;1289810662;
9;4928854;18471842;7702411;1258937450;
10;4556361;17604963;7068134;1278356845;
11;4306149;15025244;6465196;1328884389;
12;4571504;17242673;7896371;1310655161;
13;4426022;16821507;6607239;1259465976;
14;4471772;16489599;6353928;1270922891;
15;4403624;16240235;6421683;1273487598;
16;4523908;16718132;6531065;1271007096;
17;4550330;16792892;6366379;1260630058;
18;4403705;16484366;10078095;1286380299;
19;4604073;17582171;6999294;1258297657;
20;4563474;17322891;6954042;1267763869;
21;4596401;17230963;6664931;1277037469;
22;4555270;17205377;7182527;1304640500;
23;4377052;16277381;6344309;1282142522;
24;4487041;16204958;6355200;1266963532;
25;4396834;16776654;6374370;1279013179;
26;4378643;16337108;6596876;1301837001;
27;4010853;15591832;6898415;1292560458;
28;4465533;17527356;7685932;1278879825;
29;4448338;16201086;6493198;1270824145;
30;4410313;16212613;7447200;1287839610;
31;4521851;16677186;6363862;1290007450;
32;4541711;16524953;6454572;1292227733;
33;4558411;16355162;6452536;1278341196;
34;4576557;16746168;6646187;1267609905;
35;4396266;16287386;6359297;1279280163;
36;4418683;16626697;6409756;1261867611;
37;4550845;16770923;6665030;1282057456;
38;4506968;16855542;6620511;1280830787;
39;4362799;16462941;6380841;1271615083;
40;4370642;16148940;6442789;1270710860;
41;4485021;16291882;6332755;1269162927;
42;4385500;16131889;6403645;1257395960;
43;4459530;16538333;6544937;1264233293;
44;4524827;16343647;6344578;1281668833;
45;4354175;16009146;6411356;1281048957;
46;4476657;16182710;6370198;1259272484;
47;4462614;16471115;6383147;1279367665;
48;4407304;16669198;6354894;1260177241;
49;4553912;16773938;6548688;1284887572;
50;4400365;17114639;9680644;1276176583;
51;4385356;16342167;6493633;1246425114;
52;4535348;16791064;6395037;1243254537;
53;4448380;16346941;6463655;1261487934;
54;4419619;16475073;6406695;1261260129;
55;4547840;16914718;9110627;1277958710;
56;4522974;16948417;9977850;1248937281;
57;4418304;16268056;6424631;1268714147;
58;4524684;16659762;8211574;1269171129;
59;4494645;16449393;6736211;1257673006;
60;4419946;16976403;6972363;1275847972;
61;4511701;16663632;6872202;1296441993;
62;4393098;17248590;6932621;1297968472;
63;4540655;17440713;7150106;1303167414;
64;4547572;17186992;6932867;1321546300;
65;4430153;16451807;6870225;1309092937;
66;4385483;16378592;6886991;1298133281;
67;4380615;16657509;6908271;1298141103;
68;4495172;16635577;6902336;1297825891;
69;4296656;16486719;6897690;1301302147;
70;4512980;16968993;6852162;1297697414;
71;4543606;16838885;11043943;1290160193;
72;4524799;16635328;6924545;1292290201;
73;4547718;17074110;6942426;1281968055;
74;4549554;17013805;6854547;1290460175;
75;4565434;17225439;6960831;1332318815;
76;4692418;17512120;7123932;1335152800;
77;4541073;17416203;7113629;1328076560;
78;4806219;18097575;8425254;1300618289;
79;4539162;17495734;7340547;1296785985;
80;4696202;18059998;7254561;1298276216;
81;4733696;17859476;7393892;1298405064;
82;4546823;18517099;7372164;1308983399;
83;6919360;21665158;8763737;1499143291;
84;6521852;22745282;8758177;1489607743;
85;5244654;21555084;9570887;1483593435;
86;5988998;22262305;8784100;1432141349;
87;5291216;23178817;8813166;1427939981;
88;6101317;21712860;8888299;1439347102;
89;5334927;20505309;9355121;1432578901;
90;5370267;20336838;8970320;1453028538;
91;5376169;20776946;9535699;1431161127;
92;5223383;21282400;9144583;1442252338;
93;6204748;21096083;9363147;1435967804;
94;5172766;22223606;9370024;1424490401;
95;5454032;20633994;8979639;1455964119;
96;6228215;22381340;8832643;1458716834;
97;5301474;20510173;9174713;1452667827;
98;6695738;20706054;8541962;1424816639;
99;5423695;20523158;8848297;1436824729;
100;5920280;22448393;8749847;1451000164;



Lista;V=500;gestosc=100
nr;BFS;DFS;Dijkstra;BellmanFord
1;19122208;57091284;35214523;12927159585;
2;19627775;55724119;24099973;13060813215;
3;25270956;56135171;36905459;12896015782;
4;27668940;51652089;37915465;12938375756;
5;18222122;61491618;30052783;12707005394;
6;28251553;47700034;29352767;12956083432;
7;18615637;53055055;31428570;12879634309;
8;22208997;53021077;25866534;12865497669;
9;23459291;50329136;27444287;12874235450;
10;17758733;56891536;30899142;12869405345;
11;26494097;52877765;30805578;13025542362;
12;26462676;54209723;39175622;13023714551;
13;23042946;53251304;31013624;12904812954;
14;22108923;56857306;37564494;12845191251;
15;20903324;61292189;32749054;12790446067;
16;19032075;58657336;35417741;12815968627;
17;24693976;52792571;25868037;12799344661;
18;28812848;53001491;32745027;12968514417;
19;20313265;60741787;32357326;13151774846;
20;20129085;50914057;27114267;13134584788;
21;20819217;55628279;27479841;12925805363;
22;22052408;55639845;26856716;13078750186;
23;33142098;46987408;35412298;12873093143;
24;19500066;49165960;25787994;11772180421;
25;18574483;41618832;25423370;10641439425;
26;16718289;43750757;24792974;10622768307;
27;20666347;47691873;26715196;10761544165;
28;17565678;41972184;26061154;10894507469;
29;20559355;63760529;38468555;10147926600;
30;15580321;38772510;22493887;9974439998;
31;15540461;41436248;22927825;9921847816;
32;15766958;39428386;23529835;9896979046;
33;15430851;38516016;23040542;9767393305;
34;15475255;38893026;22674600;9881092637;
35;17449214;39398652;23610377;9801507157;
36;16986091;40617076;24179766;9037259390;
37;18358383;43014986;23762736;9663556755;
38;15854523;44771774;23728850;9693774699;
39;17158442;43466549;25284898;9871669576;
40;17157440;39120367;23470679;10147698482;
41;19833942;45219323;25021120;10651914931;
42;18581893;43814175;25533219;10296588625;
43;16999241;41159241;24822140;10849787974;
44;20614483;47419598;26793100;10160657854;
45;26912373;49875699;23592354;10040175410;
46;37513357;49950950;22662154;10125797682;
47;19253462;48598370;25132498;10385404706;
48;28468990;49956194;24648449;10679334065;
49;16332925;40933172;44106863;10557948745;
50;43174938;49950720;51361787;9900168242;
51;44309493;49912174;51636796;9855922399;
52;30998223;49996756;23836004;9743416455;
53;16294580;41426302;22351002;9957834835;
54;35108840;50296850;25679828;10812871842;
55;19073643;46575068;30503011;10708012528;
56;24208241;49934618;51005956;10753349508;
57;18413820;44172865;41258378;10557252163;
58;17341515;43221395;44694843;10550346845;
59;34950590;49990447;51479304;10349973211;
60;16625637;45087025;51064520;10851348412;
61;31931717;50059915;51629032;10954177230;
62;39712776;49984449;51575219;9949357670;
63;16298890;44244111;24315269;10511138820;
64;17608413;46751478;26652724;9369600171;
65;20032491;49957732;26321222;11055050664;
66;21670151;48850359;26717486;11346268138;
67;18934557;47637695;26772392;10965948347;
68;19619708;48845265;25957864;10910584507;
69;18510723;44975987;27280518;11020901001;
70;18554532;45091659;26957582;10976774266;
71;20311486;50468682;24618825;10883312655;
72;21076531;46190690;29918384;11128596388;
73;16807987;43779581;25212555;9763466530;
74;19280408;47326260;25532779;10320313077;
75;18852249;43972887;24132620;9030736694;
76;19808660;47340175;26026064;10870346281;
77;15546268;40992342;24043368;9892225802;
78;15535972;39627312;24107111;9908446304;
79;15299906;41503862;23719870;9751729091;
80;15633965;38502432;23251031;9677132816;
81;15952875;39389962;25444589;9887131835;
82;17400514;42851020;24588950;10050604308;
83;16145670;43789311;23463396;10199527046;
84;15650132;39398496;22591474;9690650341;
85;15307810;42289652;22864402;9668159226;
86;15795901;38752882;23243881;9733306903;
87;16292664;38418200;24745615;9555034134;
88;18334412;40644032;23197246;9740420539;
89;15756076;39692294;22724175;9907134490;
90;15562673;40425677;23843662;9758381521;
91;15901478;41923381;23009895;9796380724;
92;15550278;42550163;23144541;9750797372;
93;15987741;39711053;22771684;9937779947;
94;15479372;41048713;22683065;9863030868;
95;16067240;39755048;23762870;9883817957;
96;15584906;41611137;22841653;9817439367;
97;15510231;39410213;23725124;9853141181;
98;15578284;41005951;23963702;9810315679;
99;18442052;42943352;23468725;9853100876;
100;17259641;40848913;24244968;9946064824;



Macierz;V=500;gestosc=100
nr;BFS;DFS;Dijkstra;BellmanFord
1;4174041;21360687;5796276;952487634;
2;4161893;21168347;5773563;921336532;
3;4192076;21029525;5689551;921644980;
4;4155926;21118724;5803396;921128906;
5;4479110;22127673;6419629;929519317;
6;4150259;21338343;5982657;924080834;
7;4149962;21063393;5735842;923143747;
8;4162106;21041954;5696205;934543047;
9;4157494;20820053;5663272;949318758;
10;4184980;21105069;5730193;929664972;
11;4158672;21006343;5706624;942641180;
12;4162056;21124980;5823490;939160201;
13;4760885;24370204;6987369;987725890;
14;4160897;21160743;5607778;936093711;
15;4189010;20943591;5695493;934542806;
16;4158402;21556464;6527270;939447014;
17;4155362;21102549;5598025;951618344;
18;4157506;21159460;5727405;953314191;
19;4177174;21062738;5727692;934970214;
20;4163017;20996776;5673858;935533323;
21;4155586;20871100;5697598;935159219;
22;4158019;20866761;5653306;942838542;
23;4198284;21250082;5828932;933469721;
24;4164048;21105586;5975246;951025648;
25;4163847;21016026;5691806;946585216;
26;4164216;21120008;5797582;932891958;
27;4157471;20853356;5575073;922565672;
28;4188222;21023357;5866037;955032759;
29;4257357;22108042;6540705;946061667;
30;4158247;20941155;5721757;946858357;
31;4168104;21259539;5802317;925444816;
32;4189615;21050783;5699911;946059370;
33;4284160;21448537;6036442;946520706;
34;4228889;21218017;5939422;955077785;
35;4292833;21762735;6029343;944132786;
36;4766109;23554856;6892905;966393484;
37;4212184;21225732;6031430;948912571;
38;4209496;21270606;5791393;958164928;
39;4283205;21803420;6295984;989393760;
40;4305095;21730161;6537095;988177563;
41;4644545;22680104;6550587;1004813983;
42;4364057;22481616;6770230;997981568;
43;4361672;22135005;6590045;996779985;
44;4146716;21490646;6000778;977400170;
45;4275663;21315777;6174277;951932794;
46;4211571;21384260;6046544;939572089;
47;4668875;22604119;6560048;941566341;
48;4149280;21215085;5684215;936420220;
49;4332223;21661492;5872911;963918061;
50;4158277;21067592;5700846;956441135;
51;4382372;22373096;6562616;940597737;
52;4237034;21256915;5978286;928424110;
53;4168802;21182078;5903878;945447553;
54;4203663;21360754;6281291;950392886;
55;4164478;21139008;5660646;923988311;
56;4167250;21330804;5894816;922097699;
57;4157232;21422633;6162515;937611655;
58;4205489;21208726;5782249;957540262;
59;4296278;21697904;6098486;947667093;
60;4230737;21332549;5735495;951239349;
61;4242005;21415312;5863069;963673277;
62;4288301;21495875;6152692;954143224;
63;4285755;21676974;6817927;949658908;
64;4290456;21690125;6362214;963602524;
65;4251213;21530852;6381059;978904360;
66;4288958;21751027;6289557;958715995;
67;4426110;21783734;8971010;957684674;
68;4157748;21114351;5676408;934291359;
69;4165104;21129380;5788322;937175016;
70;4441121;22246632;7031844;965600962;
71;4510521;22177826;6504689;957854554;
72;4328772;21458109;6114460;944298320;
73;4340236;21813411;6324345;967444479;
74;4423696;22523238;6674563;963957716;
75;4343777;22405351;6793909;962796819;
76;4290608;21657986;6222526;946814193;
77;4173235;21221275;5938799;925585492;
78;4165537;21348498;6078982;951710367;
79;4176386;21269204;5963795;923376204;
80;4164655;21064659;5678341;942936505;
81;4161143;21005987;5625253;928966095;
82;4153910;21192575;5705349;923684467;
83;4167054;21115810;5825033;925444100;
84;4161199;20995223;5763581;924779370;
85;4286980;21265656;6071644;920301953;
86;4396609;22397936;7100911;959606441;
87;4161845;21237283;5901555;920956920;
88;4163350;20976975;5919677;927201446;
89;4173288;20955545;5659882;947974278;
90;4162253;21245775;5765118;924113331;
91;4255807;21502165;6133407;936765102;
92;4186888;20894422;5799891;923831195;
93;4254527;21575520;5782770;925323567;
94;4270813;22231905;6868538;937590256;
95;4173194;21242748;5692749;930591241;
96;4158196;21164415;5838766;931172345;
97;4325777;21579843;6175151;961368528;
98;4196190;21423084;6108944;939473568;
99;4285000;21686080;6224427;932680883;
100;4231956;21420606;6224459;940971463;

